accuracy,loss,acc_convergence,acc_valid,loss_valid,parameters,hidden_nodes,filters,filter_size,pooling_size,pooling_type,dropout
0.8944,0.4439,0,True,True,162132,76,57,"(4, 4)","(4, 4)",average,39
0.914,0.2944,0,True,True,555342,210,53,"(2, 2)","(4, 4)",average,9
0.7515,0.8846,0,True,True,93871,34,41,"(5, 5)","(3, 3)",max,57
0.861,0.4624,9,False,False,50079,126,14,"(3, 3)","(5, 5)",average,4
0.9226,0.3343,0,True,True,105339,67,9,"(4, 4)","(2, 2)",average,35
0.9574,0.176,0,True,True,90242,172,19,"(4, 4)","(5, 5)",max,48
0.9516,0.2043,0,True,True,237635,118,40,"(3, 3)","(4, 4)",max,44
0.867,0.4807,0,True,True,60926,212,3,"(2, 2)","(3, 3)",max,68
0.3822,2.1166,0,True,True,37509,25,57,"(2, 2)","(5, 5)",max,43
0.5434,1.5294,0,True,True,322067,40,98,"(3, 3)","(3, 3)",average,51
0.9459,0.2045,0,True,True,571996,36,93,"(4, 4)","(2, 2)",average,34
0.7977,0.7469,0,True,True,111334,50,59,"(4, 4)","(4, 4)",max,64
0.9375,0.2362,0,True,True,1295312,74,89,"(2, 2)","(2, 2)",max,40
0.944,0.2571,0,True,True,510562,46,65,"(4, 4)","(2, 2)",max,20
0.973,0.1228,6,False,False,1594133,113,83,"(4, 4)","(2, 2)",max,13
0.9405,0.2571,0,True,True,263747,74,96,"(4, 4)","(4, 4)",max,41
0.9552,0.1664,6,False,False,281051,208,52,"(3, 3)","(5, 5)",max,0
0.9401,0.2412,0,True,True,154749,59,70,"(4, 4)","(4, 4)",max,40
0.9788,0.1082,0,True,True,1077056,252,25,"(4, 4)","(2, 2)",max,66
0.8468,0.5878,0,True,True,18504,27,23,"(5, 5)","(5, 5)",max,40
0.9794,0.1013,5,False,False,923847,141,80,"(4, 4)","(3, 3)",max,2
0.9545,0.2026,0,True,True,187127,73,68,"(5, 5)","(4, 4)",average,14
0.8271,0.6829,0,True,True,107447,51,55,"(5, 5)","(4, 4)",average,60
0.9414,0.2246,9,False,False,319310,233,27,"(3, 3)","(4, 4)",average,6
0.9771,0.1034,0,True,True,3481567,223,92,"(4, 4)","(2, 2)",average,41
0.9241,0.3131,0,True,True,426995,171,97,"(4, 4)","(5, 5)",max,65
0.9736,0.1102,9,True,False,607347,132,56,"(4, 4)","(3, 3)",average,13
0.9401,0.2538,0,True,True,260578,81,39,"(3, 3)","(3, 3)",average,28
0.898,0.3339,0,True,True,196355,197,38,"(2, 2)","(5, 5)",max,31
0.926,0.2605,0,True,True,265074,127,81,"(3, 3)","(5, 5)",max,33
0.9471,0.1911,7,False,False,679877,235,58,"(3, 3)","(4, 4)",average,1
0.8987,0.3508,0,True,True,217907,236,35,"(3, 3)","(5, 5)",average,17
0.9689,0.1342,0,True,True,1441681,111,66,"(2, 2)","(2, 2)",average,31
0.8743,0.5036,0,True,True,22259,205,1,"(5, 5)","(3, 3)",average,50
0.9502,0.1783,0,True,True,1948471,249,96,"(2, 2)","(3, 3)",max,56
0.9489,0.1953,0,True,True,535739,244,85,"(5, 5)","(5, 5)",average,38
0.3964,2.0983,0,True,True,545735,35,79,"(3, 3)","(2, 2)",max,61
0.7159,0.9274,0,True,True,29650,51,21,"(3, 3)","(5, 5)",average,51
0.8037,0.652,0,True,True,30623,27,22,"(2, 2)","(4, 4)",max,4
0.8492,0.5264,0,True,True,39428,206,3,"(2, 2)","(4, 4)",max,28
0.8862,0.4113,0,True,True,340229,141,94,"(3, 3)","(5, 5)",average,41
0.6789,1.033,0,True,True,190861,76,98,"(2, 2)","(5, 5)",average,44
0.9702,0.1253,7,False,False,298011,136,84,"(5, 5)","(5, 5)",max,5
0.9774,0.1138,0,True,True,187391,112,20,"(4, 4)","(3, 3)",max,45
0.9539,0.2121,0,True,True,2659376,152,89,"(2, 2)","(2, 2)",average,63
0.8563,0.5338,0,True,True,151051,247,7,"(2, 2)","(3, 3)",average,70
0.9391,0.2722,0,True,True,65374,54,45,"(4, 4)","(5, 5)",max,41
0.9647,0.1526,0,True,True,949727,87,64,"(5, 5)","(2, 2)",average,54
0.9539,0.2181,0,True,True,1095093,174,77,"(3, 3)","(3, 3)",average,61
0.9406,0.2551,0,True,True,602939,234,100,"(5, 5)","(5, 5)",average,55
0.9153,0.3822,0,True,True,134420,104,49,"(4, 4)","(5, 5)",max,59
0.8562,0.5013,0,True,True,73583,97,28,"(4, 4)","(5, 5)",average,29
0.9504,0.1711,6,False,False,401536,222,9,"(2, 2)","(2, 2)",max,2
0.974,0.1015,6,False,False,743918,244,83,"(4, 4)","(4, 4)",max,16
0.9531,0.1777,7,False,False,391045,258,30,"(2, 2)","(4, 4)",max,4
0.0575,3.4955,1,True,True,59809,14,50,"(4, 4)","(3, 3)",max,49
0.9575,0.1744,0,True,True,2692135,228,60,"(2, 2)","(2, 2)",max,67
0.7673,0.8262,0,True,True,151279,72,81,"(3, 3)","(5, 5)",average,66
0.9308,0.2562,0,True,True,291345,169,66,"(5, 5)","(5, 5)",average,35
0.9839,0.0836,6,False,False,2316371,227,60,"(5, 5)","(2, 2)",max,11
0.9734,0.1138,0,True,True,2592047,186,82,"(5, 5)","(2, 2)",average,51
0.9483,0.1836,8,True,False,839557,121,85,"(2, 2)","(3, 3)",max,22
0.9582,0.1614,10,True,True,1622027,221,90,"(2, 2)","(3, 3)",average,17
0.9721,0.1295,0,True,True,747434,233,39,"(3, 3)","(3, 3)",max,45
0.9756,0.0977,6,False,False,508419,208,66,"(5, 5)","(4, 4)",max,9
0.8498,0.573,0,True,True,37036,19,11,"(5, 5)","(2, 2)",average,2
0.8326,0.5668,0,True,True,85331,127,25,"(2, 2)","(5, 5)",max,58
0.9816,0.0814,10,True,True,1972085,200,58,"(4, 4)","(2, 2)",max,39
0.9797,0.0916,0,True,True,204611,224,24,"(4, 4)","(4, 4)",max,38
0.9429,0.2474,0,True,True,851927,195,88,"(3, 3)","(4, 4)",average,53
0.9787,0.0989,10,True,False,960827,128,44,"(5, 5)","(2, 2)",average,22
0.6198,1.2946,0,True,True,167308,45,45,"(3, 3)","(3, 3)",average,67
0.9724,0.1213,0,True,True,656175,144,23,"(3, 3)","(2, 2)",average,21
0.9761,0.1167,0,True,True,302627,239,19,"(5, 5)","(3, 3)",average,45
0.9748,0.1175,6,False,False,120875,112,16,"(5, 5)","(3, 3)",max,3
0.9229,0.2958,0,True,True,774093,109,87,"(2, 2)","(3, 3)",max,53
0.952,0.1879,10,True,True,168053,153,13,"(2, 2)","(3, 3)",max,18
0.9275,0.2623,0,True,True,463695,243,38,"(2, 2)","(4, 4)",average,5
0.6033,1.3584,0,True,True,204533,59,42,"(3, 3)","(3, 3)",max,69
0.9654,0.136,9,True,False,86387,173,18,"(4, 4)","(5, 5)",max,13
0.9404,0.2311,0,True,True,268487,239,22,"(2, 2)","(4, 4)",max,46
0.7602,0.8441,0,True,True,84175,35,29,"(2, 2)","(3, 3)",max,28
0.9575,0.1797,0,True,True,54583,97,8,"(5, 5)","(3, 3)",average,34
0.9823,0.094,0,True,True,1100891,212,80,"(5, 5)","(3, 3)",max,49
0.8131,0.7777,0,True,True,58001,38,18,"(4, 4)","(3, 3)",average,52
0.9337,0.2489,0,True,True,277709,113,94,"(5, 5)","(5, 5)",average,5
0.8681,0.5309,0,True,True,145679,73,76,"(4, 4)","(5, 5)",average,54
0.7569,0.8415,0,True,True,284195,63,55,"(2, 2)","(3, 3)",max,50
0.9737,0.1076,7,False,False,809567,197,24,"(5, 5)","(2, 2)",average,24
0.748,0.8871,0,True,True,117671,75,31,"(2, 2)","(4, 4)",average,62
0.2191,2.8839,0,True,True,50107,19,31,"(4, 4)","(3, 3)",average,69
0.9725,0.1134,7,False,False,176306,179,37,"(5, 5)","(5, 5)",max,7
0.9671,0.1345,0,True,True,457575,251,49,"(5, 5)","(4, 4)",average,50
0.9702,0.139,4,False,False,3624804,240,89,"(4, 4)","(2, 2)",max,11
0.6364,1.3561,0,True,True,73027,16,26,"(5, 5)","(2, 2)",max,33
0.9394,0.2477,0,True,True,423269,234,70,"(4, 4)","(5, 5)",average,41
0.7862,0.8687,0,True,True,913417,54,99,"(5, 5)","(2, 2)",max,70
0.7928,0.793,0,True,True,19519,64,7,"(5, 5)","(4, 4)",average,67
0.9598,0.1768,0,True,True,3721091,249,76,"(2, 2)","(2, 2)",max,64
0.9748,0.117,10,True,False,256567,106,14,"(5, 5)","(2, 2)",max,15
0.8323,0.6251,0,True,True,78287,55,28,"(2, 2)","(4, 4)",max,39
0.896,0.3961,0,True,True,837912,118,87,"(2, 2)","(3, 3)",average,50
0.8499,0.5253,0,True,True,23789,251,2,"(5, 5)","(5, 5)",average,29
0.9727,0.1266,5,False,False,316480,166,11,"(4, 4)","(2, 2)",average,4
0.8805,0.4991,0,True,True,344247,97,96,"(4, 4)","(4, 4)",average,69
0.7517,0.8433,0,True,True,238363,69,42,"(2, 2)","(3, 3)",max,63
0.9556,0.1883,10,True,False,101665,166,7,"(3, 3)","(3, 3)",average,10
0.8895,0.4194,0,True,True,34933,205,5,"(4, 4)","(5, 5)",average,27
0.8135,0.6283,0,True,True,109838,133,31,"(3, 3)","(5, 5)",average,45
0.955,0.1893,0,True,True,1097993,253,53,"(2, 2)","(3, 3)",average,48
0.9016,0.3868,0,True,True,306968,50,75,"(2, 2)","(3, 3)",max,26
0.7157,0.9289,0,True,True,10194,16,3,"(2, 2)","(2, 2)",max,15
0.9405,0.2236,6,False,False,435902,146,15,"(2, 2)","(2, 2)",max,1
0.8366,0.6177,0,True,True,168629,65,99,"(4, 4)","(5, 5)",max,35
0.9569,0.1925,0,True,True,311980,159,39,"(3, 3)","(4, 4)",max,50
0.9292,0.2991,10,True,False,69572,16,25,"(4, 4)","(2, 2)",max,1
0.4619,1.7214,0,True,True,71563,39,36,"(3, 3)","(4, 4)",average,56
0.7391,0.8871,0,True,True,45803,143,11,"(2, 2)","(5, 5)",average,58
0.9464,0.232,0,True,True,895347,179,61,"(4, 4)","(3, 3)",average,70
0.8474,0.5942,0,True,True,103879,33,81,"(5, 5)","(4, 4)",average,22
0.9103,0.3689,0,True,True,367244,71,63,"(3, 3)","(3, 3)",average,44
0.5483,1.62,0,True,True,29711,15,28,"(5, 5)","(3, 3)",max,57
0.9583,0.1708,0,True,True,180850,88,55,"(4, 4)","(4, 4)",max,19
0.9583,0.1626,0,True,True,128657,142,34,"(4, 4)","(5, 5)",max,23
0.7392,0.9859,0,True,True,16272,26,7,"(4, 4)","(3, 3)",average,50
0.9581,0.1926,0,True,True,580947,106,84,"(5, 5)","(3, 3)",max,57
0.9688,0.1428,0,True,True,505411,110,56,"(3, 3)","(3, 3)",max,33
0.9655,0.1299,0,True,True,1987571,254,96,"(2, 2)","(3, 3)",max,36
0.7628,0.8322,0,True,True,143925,58,30,"(2, 2)","(3, 3)",average,46
0.9662,0.1539,0,True,True,287671,69,21,"(3, 3)","(2, 2)",max,39
0.9672,0.1426,0,True,True,2574839,154,85,"(3, 3)","(2, 2)",average,59
0.963,0.1599,0,True,True,610451,44,81,"(5, 5)","(2, 2)",average,23
0.8792,0.4936,0,True,True,155339,75,79,"(4, 4)","(5, 5)",average,49
0.9783,0.098,5,False,False,668762,205,19,"(5, 5)","(2, 2)",max,6
0.9768,0.1035,8,False,False,222407,253,23,"(5, 5)","(4, 4)",max,23
0.7105,1.0876,0,True,True,595092,42,83,"(4, 4)","(2, 2)",average,68
0.903,0.3222,10,True,True,307727,143,84,"(2, 2)","(5, 5)",max,10
0.9157,0.3122,10,True,True,29197,111,6,"(4, 4)","(4, 4)",average,10
0.4974,1.6587,0,True,True,190855,53,95,"(5, 5)","(4, 4)",average,63
0.944,0.226,0,True,True,245923,127,52,"(4, 4)","(4, 4)",average,25
0.9096,0.3202,10,True,False,321243,127,99,"(2, 2)","(5, 5)",max,2
0.9613,0.1465,10,True,True,140831,257,20,"(4, 4)","(5, 5)",max,34
0.9392,0.2876,0,True,True,398084,122,19,"(4, 4)","(2, 2)",average,66
0.8552,0.5849,0,True,True,37949,62,22,"(4, 4)","(5, 5)",max,63
0.9478,0.1966,7,False,False,249781,116,26,"(2, 2)","(3, 3)",max,1
0.9017,0.3445,0,True,True,537677,177,61,"(2, 2)","(4, 4)",average,11
0.8478,0.6212,0,True,True,71799,23,37,"(4, 4)","(3, 3)",average,24
0.9305,0.2715,0,True,True,334721,239,54,"(3, 3)","(5, 5)",average,34
0.913,0.3147,0,True,True,170591,51,67,"(2, 2)","(4, 4)",max,7
0.9767,0.1008,5,False,False,1650007,186,45,"(3, 3)","(2, 2)",average,10
0.942,0.2278,0,True,True,38459,129,10,"(4, 4)","(5, 5)",max,33
0.6617,1.3699,0,True,True,28271,23,6,"(3, 3)","(2, 2)",max,60
0.4337,1.8866,0,True,True,15107,28,19,"(3, 3)","(5, 5)",average,70
0.6155,1.2276,0,True,True,16811,26,12,"(3, 3)","(4, 4)",average,44
0.8263,0.6547,0,True,True,519351,73,36,"(3, 3)","(2, 2)",average,67
0.9386,0.2536,0,True,True,46407,245,4,"(5, 5)","(4, 4)",average,9
0.2395,2.7174,0,True,True,76927,19,49,"(2, 2)","(3, 3)",max,62
0.9266,0.3141,0,True,True,79598,108,19,"(4, 4)","(4, 4)",average,26
0.9822,0.0926,0,True,True,296995,187,19,"(4, 4)","(3, 3)",max,47
0.8685,0.4797,0,True,True,274031,121,88,"(3, 3)","(5, 5)",average,38
0.8092,0.6762,0,True,True,242083,183,51,"(2, 2)","(5, 5)",average,43
0.9249,0.2913,0,True,True,529141,237,27,"(2, 2)","(3, 3)",average,34
0.8059,0.6501,0,True,True,302639,173,68,"(2, 2)","(5, 5)",average,37
0.9726,0.1128,9,True,False,1587284,179,45,"(2, 2)","(2, 2)",average,22
0.8613,0.5228,0,True,True,1007915,80,64,"(2, 2)","(2, 2)",max,38
0.9133,0.3408,0,True,True,480983,64,92,"(2, 2)","(3, 3)",average,32
0.9713,0.1365,4,False,False,1947035,220,52,"(5, 5)","(2, 2)",average,8
0.8732,0.5163,0,True,True,213647,86,30,"(3, 3)","(3, 3)",max,58
0.974,0.109,7,False,False,98975,243,10,"(5, 5)","(4, 4)",max,14
0.9598,0.1854,0,True,True,1646703,123,68,"(3, 3)","(2, 2)",average,59
0.946,0.1994,9,True,False,140699,188,28,"(3, 3)","(5, 5)",max,13
0.8972,0.3762,0,True,True,343535,50,84,"(2, 2)","(3, 3)",average,10
0.9673,0.1602,0,True,True,1029729,112,54,"(4, 4)","(2, 2)",average,58
0.973,0.1295,10,True,False,279618,72,47,"(4, 4)","(3, 3)",max,5
0.9557,0.1603,0,True,True,111383,249,16,"(4, 4)","(5, 5)",max,47
0.9295,0.2895,0,True,True,34397,131,6,"(4, 4)","(4, 4)",average,8
0.7512,0.8097,0,True,True,106111,23,56,"(2, 2)","(3, 3)",max,22
0.9468,0.1763,0,True,True,412613,166,97,"(3, 3)","(5, 5)",max,23
0.8788,0.4384,0,True,True,25691,38,24,"(4, 4)","(5, 5)",max,5
0.7654,0.8505,0,True,True,15135,15,32,"(5, 5)","(5, 5)",max,9
0.6822,1.0777,0,True,True,28565,29,19,"(2, 2)","(4, 4)",max,34
0.8072,0.6677,0,True,True,40996,70,11,"(2, 2)","(4, 4)",average,33
0.8773,0.4809,0,True,True,137169,82,33,"(3, 3)","(4, 4)",average,47
0.9724,0.1351,0,True,True,141543,117,32,"(4, 4)","(4, 4)",max,46
0.9654,0.1297,8,False,False,252035,206,24,"(3, 3)","(4, 4)",max,19
0.9777,0.1051,8,False,False,161399,244,17,"(5, 5)","(4, 4)",max,20
0.9635,0.1557,9,True,False,186433,75,30,"(3, 3)","(3, 3)",max,5
0.8261,0.7319,0,True,True,20382,45,11,"(4, 4)","(4, 4)",average,32
0.9128,0.3391,0,True,True,430473,169,51,"(2, 2)","(4, 4)",average,18
0.715,1.0555,0,True,True,133751,32,21,"(3, 3)","(2, 2)",average,50
0.8544,0.5681,0,True,True,451013,156,58,"(2, 2)","(4, 4)",average,55
0.981,0.0941,0,True,True,752751,244,84,"(4, 4)","(4, 4)",max,45
0.9609,0.1683,0,True,True,730613,93,46,"(5, 5)","(2, 2)",max,42
0.9541,0.1944,0,True,True,106347,141,11,"(5, 5)","(3, 3)",average,56
0.8638,0.4725,0,True,True,105121,22,58,"(2, 2)","(3, 3)",max,4
0.9544,0.1609,7,False,False,749543,95,40,"(2, 2)","(2, 2)",max,10
0.7568,0.7898,0,True,True,304127,135,88,"(2, 2)","(5, 5)",max,69
0.963,0.142,9,True,False,790074,214,45,"(2, 2)","(3, 3)",max,24
0.9505,0.2106,0,True,True,1042111,177,72,"(3, 3)","(3, 3)",max,65
0.9582,0.1753,0,True,True,237008,131,9,"(2, 2)","(2, 2)",max,37
0.9616,0.15,8,False,False,371435,98,76,"(3, 3)","(4, 4)",max,6
0.7864,0.7441,0,True,True,39487,136,5,"(3, 3)","(4, 4)",average,64
0.7614,0.8473,0,True,True,12812,137,1,"(3, 3)","(4, 4)",max,21
0.9672,0.1352,5,False,False,2556563,130,100,"(3, 3)","(2, 2)",average,6
0.8907,0.4139,0,True,True,372510,193,75,"(3, 3)","(5, 5)",average,60
0.3578,2.153,0,True,True,46980,28,33,"(2, 2)","(4, 4)",max,46
0.9511,0.1736,7,False,False,511487,222,46,"(3, 3)","(4, 4)",max,19
0.9649,0.1747,0,True,True,229046,143,61,"(5, 5)","(5, 5)",max,58
0.8437,0.5427,0,True,True,626079,175,72,"(2, 2)","(4, 4)",max,67
0.8252,0.6671,0,True,True,1257146,77,83,"(2, 2)","(2, 2)",max,61
0.8551,0.5291,0,True,True,372247,181,80,"(3, 3)","(5, 5)",average,65
0.9382,0.2891,0,True,True,2749991,184,76,"(2, 2)","(2, 2)",average,63
0.96,0.1516,9,False,False,812736,259,63,"(3, 3)","(4, 4)",average,9
0.9558,0.207,0,True,True,366814,148,67,"(4, 4)","(4, 4)",max,65
0.9811,0.0867,0,True,True,681447,166,63,"(5, 5)","(3, 3)",max,34
0.8006,0.6898,0,True,True,320847,67,96,"(3, 3)","(4, 4)",max,55
0.7881,0.8249,0,True,True,152678,49,83,"(4, 4)","(4, 4)",average,47
0.9318,0.2478,8,False,False,111763,256,8,"(2, 2)","(4, 4)",max,12
0.9655,0.132,0,True,True,150942,206,19,"(4, 4)","(4, 4)",max,46
0.8913,0.3939,0,True,True,432599,222,76,"(2, 2)","(5, 5)",average,7
0.9596,0.1718,0,True,True,1027151,131,96,"(3, 3)","(3, 3)",average,47
0.9563,0.1627,9,True,False,480666,243,77,"(3, 3)","(5, 5)",max,19
0.9793,0.0874,10,True,True,510867,237,26,"(4, 4)","(3, 3)",max,37
0.477,1.7618,0,True,True,318566,17,95,"(2, 2)","(2, 2)",average,13
0.955,0.2004,0,True,True,278351,155,48,"(5, 5)","(4, 4)",average,61
0.757,0.7749,0,True,True,118091,112,40,"(3, 3)","(5, 5)",average,67
0.9751,0.134,0,True,True,399060,138,35,"(4, 4)","(3, 3)",max,67
0.9744,0.1084,0,True,True,3567271,189,96,"(3, 3)","(2, 2)",average,56
0.7352,0.918,0,True,True,13992,26,13,"(4, 4)","(4, 4)",max,51
0.561,1.427,0,True,True,447705,73,75,"(2, 2)","(3, 3)",max,64
0.946,0.2019,0,True,True,944701,117,99,"(2, 2)","(3, 3)",max,43
0.8581,0.5436,0,True,True,11143,58,4,"(4, 4)","(4, 4)",max,45
0.9178,0.3023,0,True,True,400341,112,18,"(2, 2)","(2, 2)",average,18
0.9741,0.1236,0,True,True,300787,226,20,"(5, 5)","(3, 3)",average,26
0.9025,0.3832,0,True,True,312747,139,87,"(4, 4)","(5, 5)",average,44
0.978,0.0962,0,True,True,2789671,253,56,"(3, 3)","(2, 2)",max,51
0.9771,0.104,0,True,True,1124663,165,40,"(4, 4)","(2, 2)",average,47
0.9787,0.0942,9,True,False,1194655,243,60,"(4, 4)","(3, 3)",average,25
0.5604,1.6312,0,True,True,79471,17,56,"(3, 3)","(3, 3)",average,46
0.9724,0.1177,7,False,False,402599,84,28,"(4, 4)","(2, 2)",max,9
0.9691,0.132,0,True,True,92116,249,9,"(4, 4)","(4, 4)",max,33
0.9099,0.3389,0,True,True,1278135,191,82,"(2, 2)","(3, 3)",max,66
0.9688,0.1268,7,False,False,180731,116,59,"(5, 5)","(5, 5)",max,4
0.5049,1.6495,0,True,True,101840,33,61,"(3, 3)","(4, 4)",max,64
0.9705,0.1118,5,False,False,1560802,226,35,"(2, 2)","(2, 2)",max,14
0.9672,0.1417,4,False,False,1277403,208,36,"(5, 5)","(2, 2)",average,5
0.8849,0.4454,0,True,True,622995,127,99,"(2, 2)","(4, 4)",max,57
0.8226,0.6689,0,True,True,5531,20,8,"(5, 5)","(5, 5)",max,13
0.9303,0.2829,0,True,True,101872,126,21,"(4, 4)","(4, 4)",average,36
0.9369,0.2129,9,True,False,715505,218,66,"(2, 2)","(4, 4)",max,17
0.7971,0.8156,0,True,True,72279,33,56,"(5, 5)","(4, 4)",average,38
0.9566,0.1822,0,True,True,588792,46,75,"(4, 4)","(2, 2)",average,9
0.9347,0.2596,0,True,True,653895,123,65,"(2, 2)","(3, 3)",average,40
0.9472,0.2514,0,True,True,349467,160,84,"(5, 5)","(5, 5)",max,69
0.8281,0.6405,0,True,True,237597,39,74,"(3, 3)","(3, 3)",max,45
0.9473,0.2578,0,True,True,2090303,128,83,"(3, 3)","(2, 2)",average,62
0.9842,0.0793,10,True,True,3913822,259,89,"(5, 5)","(2, 2)",max,34
0.5231,1.5121,0,True,True,49162,14,41,"(4, 4)","(3, 3)",average,29
0.9268,0.287,0,True,True,309963,192,32,"(2, 2)","(4, 4)",max,53
0.9733,0.105,7,False,False,1719611,260,81,"(3, 3)","(3, 3)",average,24
0.981,0.0814,6,False,False,624047,252,67,"(5, 5)","(4, 4)",max,14
0.9812,0.0892,0,True,True,3125201,236,78,"(4, 4)","(2, 2)",average,54
0.8036,0.6838,0,True,True,168719,24,85,"(3, 3)","(3, 3)",average,5
0.9605,0.1641,0,True,True,969719,89,64,"(4, 4)","(2, 2)",average,43
0.8183,0.7507,0,True,True,70575,42,44,"(4, 4)","(4, 4)",average,57
0.9675,0.1251,0,True,True,456719,233,76,"(4, 4)","(5, 5)",max,41
0.9547,0.2166,0,True,True,2987895,211,72,"(2, 2)","(2, 2)",average,65
0.9386,0.2757,0,True,True,124971,52,12,"(3, 3)","(2, 2)",max,49
0.7573,0.9064,0,True,True,11033,38,3,"(3, 3)","(3, 3)",average,46
0.8323,0.6972,0,True,True,255735,82,84,"(4, 4)","(4, 4)",average,69
0.9597,0.1742,0,True,True,216991,98,59,"(5, 5)","(4, 4)",average,8
0.9379,0.2832,0,True,True,849875,44,98,"(3, 3)","(2, 2)",average,22
0.7431,0.8668,0,True,True,39326,106,13,"(2, 2)","(5, 5)",max,60
0.8482,0.5493,0,True,True,80953,162,18,"(4, 4)","(5, 5)",average,65
0.9101,0.3332,0,True,True,87731,115,28,"(5, 5)","(5, 5)",average,40
0.8769,0.4672,0,True,True,837295,201,84,"(2, 2)","(4, 4)",max,65
0.9602,0.1794,0,True,True,1641751,97,86,"(3, 3)","(2, 2)",average,48
0.612,1.3407,0,True,True,91247,38,12,"(2, 2)","(2, 2)",max,49
0.8866,0.4223,0,True,True,60315,84,26,"(5, 5)","(5, 5)",average,41
0.9722,0.1214,8,True,False,1732197,233,91,"(4, 4)","(3, 3)",average,23
0.9428,0.2241,0,True,True,70425,173,10,"(4, 4)","(4, 4)",max,61
0.9407,0.2353,0,True,True,75587,119,12,"(3, 3)","(4, 4)",max,36
0.9421,0.2478,0,True,True,112311,64,21,"(3, 3)","(3, 3)",max,32
0.9451,0.2539,0,True,True,581279,207,76,"(5, 5)","(4, 4)",average,61
0.9836,0.081,7,True,False,3537383,254,82,"(5, 5)","(2, 2)",max,23
0.9458,0.2158,0,True,True,120381,102,14,"(2, 2)","(3, 3)",max,20
0.846,0.6386,0,True,True,36520,70,13,"(4, 4)","(4, 4)",average,69
0.871,0.4523,0,True,True,476343,73,33,"(3, 3)","(2, 2)",max,68
0.8007,0.711,0,True,True,29420,23,15,"(3, 3)","(3, 3)",average,32
0.9545,0.1653,0,True,True,927229,116,98,"(2, 2)","(3, 3)",max,20
0.9515,0.2183,0,True,True,63647,32,71,"(5, 5)","(5, 5)",max,8
0.9261,0.3063,0,True,True,144098,211,13,"(3, 3)","(4, 4)",average,45
0.8656,0.5805,0,True,True,612600,94,33,"(2, 2)","(2, 2)",average,43
0.962,0.1586,10,True,False,362075,164,44,"(3, 3)","(4, 4)",average,8
0.6105,1.3683,0,True,True,421861,82,26,"(2, 2)","(2, 2)",average,69
0.8843,0.4443,0,True,True,44565,216,2,"(2, 2)","(3, 3)",max,34
0.3209,2.472,0,True,True,10791,15,26,"(2, 2)","(5, 5)",average,66
0.9288,0.3105,0,True,True,638375,101,32,"(2, 2)","(2, 2)",average,48
0.8956,0.3563,0,True,True,420444,102,83,"(2, 2)","(4, 4)",average,21
0.9627,0.1526,7,False,False,400891,52,94,"(3, 3)","(3, 3)",max,4
0.937,0.2291,0,True,True,413077,193,83,"(4, 4)","(5, 5)",average,17
0.9685,0.1331,0,True,True,387935,193,40,"(3, 3)","(4, 4)",max,34
0.9805,0.092,9,True,False,315238,127,67,"(4, 4)","(4, 4)",max,8
0.9215,0.2907,10,True,True,88047,239,4,"(2, 2)","(3, 3)",average,10
0.978,0.096,0,True,True,1182815,151,46,"(4, 4)","(2, 2)",max,35
0.9554,0.1743,0,True,True,1857041,143,66,"(2, 2)","(2, 2)",average,24
0.8318,0.6273,0,True,True,94247,39,88,"(5, 5)","(5, 5)",max,19
0.9305,0.2729,0,True,True,778027,196,80,"(2, 2)","(4, 4)",average,31
0.9484,0.2587,0,True,True,485607,190,69,"(5, 5)","(4, 4)",average,68
0.8111,0.7324,0,True,True,69215,83,16,"(3, 3)","(4, 4)",average,55
0.8453,0.5583,9,False,False,32571,260,1,"(3, 3)","(3, 3)",average,14
0.8377,0.6081,0,True,True,858359,65,67,"(3, 3)","(2, 2)",max,52
0.855,0.5319,0,True,True,6503,41,3,"(5, 5)","(4, 4)",max,28
0.9584,0.1686,8,False,False,88191,166,6,"(3, 3)","(3, 3)",max,20
0.9716,0.1302,4,False,False,2827631,158,91,"(3, 3)","(2, 2)",max,2
0.9032,0.349,0,True,True,51551,62,30,"(5, 5)","(5, 5)",average,9
0.9651,0.1441,0,True,True,1069707,131,100,"(3, 3)","(3, 3)",average,29
0.9219,0.3239,0,True,True,177572,65,33,"(3, 3)","(3, 3)",max,46
0.9611,0.1814,0,True,True,193024,75,69,"(4, 4)","(4, 4)",max,34
0.9144,0.2857,10,True,False,555455,247,88,"(2, 2)","(5, 5)",max,14
0.9324,0.2763,0,True,True,105951,48,11,"(3, 3)","(2, 2)",max,16
0.9733,0.1209,5,False,False,305909,249,7,"(4, 4)","(2, 2)",average,12
0.926,0.3598,0,True,True,704718,78,53,"(4, 4)","(2, 2)",max,57
0.9815,0.0848,0,True,True,1556439,127,72,"(5, 5)","(2, 2)",max,29
0.9558,0.162,9,False,False,317321,260,6,"(2, 2)","(2, 2)",max,29
0.9634,0.154,0,True,True,2756951,182,77,"(3, 3)","(2, 2)",average,70
0.9642,0.1634,6,False,False,172317,90,23,"(3, 3)","(3, 3)",max,1
0.3578,2.2304,0,True,True,231999,16,84,"(4, 4)","(2, 2)",max,20
0.9518,0.2251,0,True,True,242615,168,55,"(5, 5)","(5, 5)",max,64
0.972,0.1313,0,True,True,162991,212,20,"(4, 4)","(4, 4)",max,50
0.9781,0.0935,8,True,False,603537,136,54,"(4, 4)","(3, 3)",max,15
0.522,1.8592,0,True,True,276167,51,82,"(5, 5)","(3, 3)",max,58
